place,Lat,Long,December,September,OverallAverage,October,November,January,February,March,April
6422,28.63549579,77.02467904,207,51.83333333,165.7083333,285,,,119,,
6423,28.63149579,77.02467904,197.5,62,129.75,,,,,,
6424,28.62749579,77.02467904,172.2857143,50,50,,,,,,
6425,28.62349579,77.02467904,147.0714286,25,48,,,,50,69,
6426,28.61949579,77.02467904,121.8571429,62.45454545,86.11161316,100.9863946,118.3846154,115.238806,70.08917197,63.075,36.80722892
6427,28.61549579,77.02467904,74,,74,,,,,,
6433,28.59149579,77.02467904,47.5,,58.75,70,,,,,
6434,28.58749579,77.02467904,42,,42,,,,,,
6436,28.57949579,77.02467904,113.2,87,109.3511752,115.3055556,191.6538462,137.4,129,49,52.25
6446,28.53949579,77.02467904,138.9607843,76.12745098,96.30686243,108.6754386,140.3578947,105.2666667,79.71428571,77.29577465,44.05660377
6500,28.80549579,77.02814314,111.3071895,,86.125,,87,85.25,,,
6501,28.80149579,77.02814314,83.65359477,,39.83333334,,,,,35.66666667,44
6502,28.79749579,77.02814314,56,,40.75,38,,46.5,46,20.5,37.5
6503,28.79349579,77.02814314,94.91666667,42.77777778,80.20455585,106.2222222,197.8333333,97.07692308,52.71428571,33.52380952,16.57142857
6504,28.78949579,77.02814314,114.8,47.5,73.51388889,110,120.75,97.83333333,43.66666667,36.45,17.11111111
6518,28.73349579,77.02814314,109.0333333,,29,,,,,29,
6521,28.72149579,77.02814314,103.2666667,,71,,,,,71,
6522,28.71749579,77.02814314,97.5,,103.5,,,,,103.5,
6523,28.71349579,77.02814314,91.73333334,81.66666667,79.83333334,,,,,78,
6524,28.70949579,77.02814314,85.96666667,74.64583333,90.48958332,,,,,106.3333333,
6525,28.70549579,77.02814314,80.2,101,109.5,,,,,118,
6526,28.70149579,77.02814314,74.43333334,97,119,,,,,141,
6527,28.69749579,77.02814314,68.66666667,80.5,62.7492118,,83.5,67.93406593,65.8,46.96875,25.875
6528,28.69349579,77.02814314,112.3333333,80,77.67857142,,88,81.75,80,62,39.66666667
6529,28.68949579,77.02814314,97,,102.8666667,,145,112.3333333,,69,91
6530,28.68549579,77.02814314,101,62,77.14829932,,128,74,70.66666667,59.8,44.57142857
6531,28.68149579,77.02814314,169.8777778,64,119.3125348,122.575,171.0967742,200.6351351,125.2571429,57.62601626,43.43243243
6533,28.67349579,77.02814314,162.5851852,,124,124,,,,,
6534,28.66949579,77.02814314,155.2925926,,34,,,,,,34
6538,28.65349579,77.02814314,148,,148,,,,,,
6539,28.64949579,77.02814314,139.44,70.20212766,102.8696337,101.6530612,167.5833333,123.244898,94.625,65.45212766,60.75652174
6540,28.64549579,77.02814314,134.6455346,,52.5,,74,,,,31
6546,28.62149579,77.02814314,129.8510692,41.66666667,39.33333334,,,,,,37
6547,28.61749579,77.02814314,125.0566038,60.375,86.15619963,99.20192308,129.7777778,117.0416667,68.95348837,54.66666667,34.17647059
6555,28.58549579,77.02814314,34,,46,58,,,,,
6557,28.57749579,77.02814314,150.1111111,62.4,107.3132546,105.2121212,183.0357143,166.4285714,58.46296296,57.55555556,75.3
6564,28.54949579,77.02814314,141.9259259,105.2,118.4666667,173.6666667,140,,55,,
6565,28.54549579,77.02814314,133.7407408,81.33333333,91.20833333,115.3333333,116.5,,,,51.66666667
6566,28.54149579,77.02814314,125.5555556,67.31395349,93.91273755,118.625,108.0465116,103.625,102.4565217,70.20567376,55.47368421
6567,28.53749579,77.02814314,136.9090909,71.70833333,113.0850938,84.12,126.2222222,141.2,142.1818182,122.7142857,79.625
6620,28.80349579,77.03160724,119.0545455,,91.75,,215.5,90,27,34.5,
6621,28.79949579,77.03160724,101.2,38,76.45446429,116.75,178,84.71428571,37.57142857,40.4,15
6622,28.79549579,77.03160724,103.6923077,36.18181818,70.51096059,89.84615385,140.25,89.63157895,48.33333333,35.51612903,20.63636364
6623,28.79149579,77.03160724,105.9567308,,163,,,163,,,
6638,28.73149579,77.03160724,108.2211539,,32,,,,,32,
6639,28.72749579,77.03160724,110.4855769,,33,,,,,33,
6646,28.69949579,77.03160724,112.75,,61.68253968,,71.75,82.66666667,46,20.5,36.42857143
6649,28.68749579,77.03160724,148.1416667,,201,,201,,,,
6650,28.68349579,77.03160724,183.5333333,68.16129032,107.5077808,103.0689655,147.5263158,155.4117647,95.4375,62.42307692,44.5
6651,28.67949579,77.03160724,154.603876,89,93.75,98.5,,,,,
6658,28.65149579,77.03160724,125.6744186,75.20289855,94.11851719,84.15238095,142.4411765,114.6730769,95.34615385,50.50957854,64.94845361
6659,28.64749579,77.03160724,115.4731867,,29,,,,,,29
6666,28.61949579,77.03160724,105.2719547,53.86963696,71.97515021,85.1147541,108.139881,98.93485342,64.54918033,35.168,24.75294118
6667,28.61549579,77.03160724,102.2787879,50.68292683,69.37066732,74.41666667,126.6981132,109.7213115,54.57142857,23.7,12.8961039
6668,28.61149579,77.03160724,113.5,50,71.28020833,72.8,142.4,48.66666667,71.66666667,20.33333333,50.875
6669,28.60749579,77.03160724,132.75,,103,,,,,,103
6676,28.57949579,77.03160724,152,84.26086957,112.928442,104.5,197,135,108.1666667,61.5,61
6683,28.55149579,77.03160724,145.7380953,148,121.9,231.5,126,,63,,41
6684,28.54749579,77.03160724,139.4761905,80.5,67.23333334,58,120.6666667,,59,,18
6685,28.54349579,77.03160724,133.2142858,,163,232,94,,,,
6686,28.53949579,77.03160724,126.952381,66.35348837,109.1438567,105.2100457,125.9007634,208.3642384,107.0144928,84.49019608,48.86524823
6741,28.80149579,77.03507134,157.6338028,53.56521739,96.74418934,118.68,180.2105263,99.06,47.76666667,91.39285714,25.64444444
6742,28.79749579,77.03507134,98.36363636,46,76.22156321,105.6,158,89.54285714,53.33333333,37.73913043,21.19354839
6766,28.70149579,77.03507134,67,,50.12670251,,59.20454545,76.57142857,51.81578947,32.24074074,13.92771084
6767,28.69749579,77.03507134,107.1428571,,33.82954546,,53.5,,28,22,31.81818182
6769,28.68949579,77.03507134,147.2857143,,175,,175,,,,
6771,28.68149579,77.03507134,187.4285714,71.89655172,122.0627033,142.4482759,185.5454545,169,80.82142857,73.64705882,65.71428571
6778,28.65349579,77.03507134,117.9868421,60.20308483,94.22418349,92.94512195,128.1636364,123.030303,100.210084,63.65,67.6043956
6779,28.64949579,77.03507134,117.1588816,,48.5,,,,,,48.5
6780,28.64549579,77.03507134,116.3309211,,87,87,,,,,
6781,28.64149579,77.03507134,115.5029605,,177,,,,177,,
6786,28.62149579,77.03507134,114.675,62.97058824,90.02691137,89.27906977,166.5308642,130.3333333,71.09090909,55.21052632,30.125
6787,28.61749579,77.03507134,112.9166667,52.73469388,85.54586485,89.875,142.5333333,116.4,76.93103448,52.33333333,40.64285714
6788,28.61349579,77.03507134,104.9615385,54.35294118,66.34407945,74.05714286,93.44,96.2,70.375,25.77777778,11.58823529
6789,28.60949579,77.03507134,93,50.47945205,60.78420773,76.88,96.29508197,75.19565217,60.67307692,21.61403509,12.13636364
6790,28.60549579,77.03507134,92.81914894,47.16,59.99523438,57,113.2763158,77.01538462,59.08,20.05333333,13.55769231
6791,28.60149579,77.03507134,66.90957447,,119,,119,,,,
6795,28.58549579,77.03507134,41,,47.5,54,,,,,
6797,28.57749579,77.03507134,168.6666667,81.38961039,102.6501533,103.8977273,159.4444444,133.1111111,106.4666667,26.875,41.35
6803,28.55349579,77.03507134,150,92,90.375,71.5,139,,,,59
6807,28.53749579,77.03507134,122.3469388,68.71014493,94.8961452,98.73701299,119.0076336,109.7021277,102.5066667,81.56081081,56.59782609
6860,28.80349579,77.03853544,109.6666667,37.625,85.48692228,152.6666667,173.2,96.58823529,48.85714286,34.45833333,30.83333333
6861,28.79949579,77.03853544,103.3333333,41,61.95935374,81.66666667,,96.66666667,42.85714286,39.06666667,29.125
6887,28.69549579,77.03853544,133.9701897,,165,,165,,,,
6888,28.69149579,77.03853544,164.607046,,154,,154,,,,
6890,28.68349579,77.03853544,195.2439024,56.91666667,123.7801384,136.6190476,183.3043478,164.4761905,126.5,82.71428571,44.46666667
6891,28.67949579,77.03853544,177.7086179,102,114.5,127,,,,,
6897,28.65549579,77.03853544,160.1733333,60.96075353,106.5536956,126.5466667,174.8571429,121.4328358,98.47154472,72.75,37.23728814
6898,28.65149579,77.03853544,133.8229304,,118,,193,,,,43
6906,28.61949579,77.03853544,107.4725275,53.67258383,77.61298842,72.21804511,124.4848485,107.4318182,72.67857143,54.15384615,28.79166667
6909,28.60749579,77.03853544,102.7153213,,122,,122,,,,
6910,28.60349579,77.03853544,97.95811518,47.20382166,60.42173187,67.35483871,94.84895833,83.73943662,61.00617284,20.216,11.04651163
6915,28.58349579,77.03853544,39,,43.66666667,48.33333333,,,,,
6916,28.57949579,77.03853544,132,45,67.6,89,,,,41,31
6917,28.57549579,77.03853544,124.6666667,75.72727273,77.30073053,87.96969697,102.6136364,70.8,71.42857143,42.6,42.6
6918,28.57149579,77.03853544,130.5,,51,,,,51,,
6919,28.56749579,77.03853544,136.3333334,69.66666667,75.43333333,91,135,,63,,18.5
6920,28.56349579,77.03853544,142.1666667,56.5,57.89285714,,99,,55.5,,20.57142857
6921,28.55949579,77.03853544,148,66,101.5972222,155.25,123.6666667,,93,,23.66666667
6922,28.55549579,77.03853544,136.9761905,,84.625,136,118.5,,63,,21
6926,28.53949579,77.03853544,125.952381,62.60185185,97.24160956,97,111.7142857,122.5555556,115.8918919,75.13924051,67.0776699
6927,28.53549579,77.03853544,158.7,70.48888889,90.16798374,104.4571429,115.1111111,69.61538462,73.46153846,81.84313725,47.66666667
6980,28.80549579,77.04199954,157,19,116.8333333,204,355,119.5,34,56.33333333,30
6981,28.80149579,77.04199954,157.5,34.25,85.4766865,118,179.1428571,96.5,42.44444444,29.33333333,26.64285714
6982,28.79749579,77.04199954,179.7426471,,97,97,,,,,
7011,28.68149579,77.04199954,201.9852941,60.72131148,113.5841585,121.6111111,201.3571429,139.8333333,89.76,45.08928571,48.31578947
7016,28.66149579,77.04199954,165.4584005,,39,,,,,,39
7017,28.65749579,77.04199954,128.9315068,84.90625,110.4247525,117.0921986,179.2043011,130.0408163,110.8723404,72.13541667,60.21518987
7018,28.65349579,77.04199954,285.5,,148.1666667,,,,,66,93
7026,28.62149579,77.04199954,119.3125,70.02777778,80.71010908,91.51428571,100.7407407,101.7307692,73.08474576,58.08823529,31.18181818
7027,28.61749579,77.04199954,122.3697917,95,95,,,,,,
7031,28.60149579,77.04199954,125.4270833,52.25694444,63.80122062,71.28729282,102.3955224,73.95798319,57.05421687,17.60215054,10.42857143
7034,28.58949579,77.04199954,98.61805553,,32,32,,,,,
7035,28.58549579,77.04199954,71.80902777,,31.5,31.5,,,,,
7036,28.58149579,77.04199954,45,,45,,,,,,
7037,28.57749579,77.04199954,109.4666667,63.10869565,73.14044298,71.64948454,109.1219512,78.84210526,81.5,46.61111111,24.82352941
7038,28.57349579,77.04199954,110.7850638,58,49.83333333,47,84,,,,10.33333333
7039,28.56949579,77.04199954,112.1034609,58,58,,,,,,
7040,28.56549579,77.04199954,113.421858,43.33333333,47.45833333,86,,,31,,29.5
7041,28.56149579,77.04199954,114.740255,45,50,,,,48,,57
7042,28.55749579,77.04199954,116.0586521,60,64.75,,69.5,,,,
7047,28.53749579,77.04199954,117.3770492,51.50806452,90.18995834,93.81343284,114.012987,116.6129032,99.38596491,65.09016393,63.71910112
7099,28.80749579,77.04546365,120.1385246,,43.5,,,,32,55,
7100,28.80349579,77.04546365,122.9,39.33333333,90.96111111,140.3333333,214.5,95.9,50.25,34.22222222,30.25
7101,28.79949579,77.04546365,156.4794118,,133,133,,,,,
7130,28.68349579,77.04546365,190.0588235,69.69863014,122.1164096,122.5625,202.75,178.2741935,99.47058824,66.47368421,47.64285714
7131,28.67949579,77.04546365,168.6960784,46,55,64,,,,,
7136,28.65949579,77.04546365,147.3333333,72.80555556,115.0482941,128.3859649,182.95,159.6363636,105.4022989,67.734375,56.13846154
7137,28.65549579,77.04546365,137.7463768,,31,,,,,,31
7146,28.61949579,77.04546365,128.1594203,70.8359375,94.43739007,102.0588235,149.9459459,133.75,84.73417722,50.32467532,35.69014085
7150,28.60349579,77.04546365,101.3555556,49.2247191,60.80575193,69.63076923,100.7924528,81.35294118,57.51968504,17.90322581,8.666666667
7153,28.59149579,77.04546365,104.5944445,,33,33,,,,,
7157,28.57549579,77.04546365,107.8333333,50.77272727,73.46606205,81.33333333,102.9333333,105,72.625,41,26.23076923
7159,28.56749579,77.04546365,109.9245495,45,74,,145,,47,,59
7161,28.55949579,77.04546365,112.0157658,,57.75,,,,86.5,,29
7162,28.55549579,77.04546365,114.106982,67,67,,,,,,
7167,28.53549579,77.04546365,116.1981982,56.54205607,91.27704034,102.7044025,125.6370968,109.5853659,100.0243902,71.94886364,47.57594937
7219,28.80949579,77.04892775,118.25,38.4,77.29829546,112.1818182,159.5,96.53333333,35.16666667,36.9,21.45454545
7220,28.80549579,77.04892775,100.9285714,54.7,77.20765898,102.6666667,173,94.64,33.05555556,34.32432432,24.34615385
7249,28.68949579,77.04892775,141.5934992,,102,102,,,,,
7251,28.68149579,77.04892775,182.258427,73.95238095,114.2902548,114.9038462,180.7777778,172.3809524,104.1034483,40.94520548,45
7255,28.66549579,77.04892775,168.2877501,,78.5,,,,,,78.5
7256,28.66149579,77.04892775,154.3170732,80.79230769,114.4361355,131.0352941,183.9294118,130.826087,123.415,60.65254237,50.52136752
7257,28.65749579,77.04892775,144.0029123,,201,,478,,,95,30
7258,28.65349579,77.04892775,133.6887514,,76,,76,,,,
7259,28.64949579,77.04892775,123.3745905,,51,,,,51,,
7264,28.62949579,77.04892775,113.0604296,,86,86,,,,,
7266,28.62149579,77.04892775,102.7462687,70.47560976,80.70910885,83.71428571,123.0689655,115.15,67.68115942,49.79310345,33.04347826
7267,28.61749579,77.04892775,100.6451932,,88,,,,,88,
7270,28.60549579,77.04892775,98.54411765,49.5625,59.15910285,68.15116279,94.875,73.8,59.15254237,18.52083333,10.66666667
7271,28.60149579,77.04892775,97.94607843,93,93,,,,,,
7272,28.59749579,77.04892775,97.34803922,,36,36,,,,,
7278,28.57349579,77.04892775,96.75,48.875,68.23741071,70.36,107,148,36,16.2,22.71428571
7279,28.56949579,77.04892775,108.8125,47.66666667,88.61190475,151.1428571,140,,43.5,,60.75
7280,28.56549579,77.04892775,120.875,57.57142857,67.73781311,123.8976378,94.33333333,,55.84615385,50.57142857,24.20689655
7282,28.55749579,77.04892775,132.9375,45,42,,,,,,39
7283,28.55349579,77.04892775,145,65,112,232,66,,132,,32
7288,28.53349579,77.04892775,115.6702128,66.40833333,92.35393764,86.35502959,128.0891089,105.9782609,109.9305556,77.21818182,49.18181818
7338,28.81149579,77.05239185,106.7142857,42,72.7922619,85,151.7142857,97.5,34.6,43.64285714,21.16666667
7339,28.80749579,77.05239185,60,,53.33333333,,,,63,37,
7369,28.68749579,77.05239185,119.9846827,,57,102,,,,,12
7370,28.68349579,77.05239185,179.9693654,60.38626609,112.2448449,122.12,247.1271676,143.5924092,58.57081545,53.50761421,32.68512111
7371,28.67949579,77.05239185,164.4074376,,158,,158,,,,
7374,28.66749579,77.05239185,148.8455099,68,69.44444445,51,,130,74.5,39.5,53.66666667
7375,28.66349579,77.05239185,133.2835821,78.77108434,107.606495,116,173.029703,140.9512195,104.3705882,62.44578313,52
7376,28.65949579,77.05239185,140.0126866,35,70.33333333,,,,113,63,
7377,28.65549579,77.05239185,146.7417911,,61,,,,61,,
7378,28.65149579,77.05239185,153.4708955,,49.5,,,,49.5,,
7379,28.64749579,77.05239185,160.2,62.97435897,130.2970944,204.8727273,177.0808081,261.8923077,109.75,44.86823529,20.73831776
7385,28.62349579,77.05239185,127.6510204,,80.75,140,,,58,83,42
7386,28.61949579,77.05239185,95.10204082,58.88,72.61598374,75.125,101.25,100.8461538,72.4,47.18181818,30.14285714
7390,28.60349579,77.05239185,76.23214286,48.68421053,50.61679162,51.37410072,82.61016949,68.81395349,51.39622642,18.11764706,7.705882353
7391,28.59949579,77.05239185,88.61607143,56.77777778,85.11901709,68.69230769,149.125,148,,,3
7397,28.57549579,77.05239185,101,47.61538462,70.42057226,82.37931034,112.8421053,109,63,12.75,34.77777778
7398,28.57149579,77.05239185,105.5668724,52.83333333,57.02222222,92.66666667,84,,38.5,,17.11111111
7400,28.56349579,77.05239185,110.1337449,31,31,,,,,,
7401,28.55949579,77.05239185,114.7006173,119,119,,,,,,
7402,28.55549579,77.05239185,119.2674897,49.57142857,51.82010582,,77,,53.85714286,,26.85185185
7403,28.55149579,77.05239185,123.8343622,,110.5,,,,167,,54
7408,28.53149579,77.05239185,128.4012346,56.55242967,94.46386144,89.32038835,120.3925,114.1764706,132.1497006,68.32065217,46.39751553
7458,28.81349579,77.05585595,110.7,35.85714286,81.0279762,90.6,194.1666667,122.4166667,41.9,29.5,23.08333333
7473,28.75349579,77.05585595,131.6939189,,103,,103,,,,
7489,28.68949579,77.05585595,152.6878379,,98,98,,,,,
7490,28.68549579,77.05585595,173.6817568,63,63,,,,,,
7491,28.68149579,77.05585595,194.6756757,51.96296296,103.0896176,108.4897959,163.5018727,156.6176471,70.71698113,49.43382353,29.31818182
7494,28.66949579,77.05585595,142.6547619,76.06818182,111.4718911,122.7831325,183.877193,152.9933333,107.9285714,58.75177305,46.71818182
7495,28.66549579,77.05585595,144.84,79.99056604,105.3056661,109.4710744,173.9047619,124.0638298,96.30147059,62.64285714,51.23076923
7496,28.66149579,77.05585595,137.1555556,29.77777778,111.6580598,275.3333333,148.6857143,117.3333333,103.6216216,33,48.35714286
7497,28.65749579,77.05585595,132.2244898,42.83333333,106.6685022,259,144.1,120.4444444,81.04878049,36,37.6969697
7498,28.65349579,77.05585595,138.4972578,46.23404255,109.0139638,242,168.3684211,105.6034483,85.38607595,48.04878049,37.97368421
7499,28.64949579,77.05585595,110,,98,,,,,98,
7500,28.64549579,77.05585595,80,70.66666667,83.89865592,77,141,165,52.5,55.32258065,29.7
7501,28.64149579,77.05585595,47,45.5,56.30429293,88,,,93.33333333,40.24242424,23.75
7502,28.63749579,77.05585595,45,55.5,50.77777778,81,,,,46.88888889,25.5
7505,28.62549579,77.05585595,60,,224,224,,,,,
7506,28.62149579,77.05585595,103.5121951,60.39784946,71.18880863,58.51260504,103.75,97.13636364,59.60869565,51.76923077,34.82352941
7507,28.61749579,77.05585595,98,,49,,,,,,49
7510,28.60549579,77.05585595,91.72807018,50.32653061,57.46059031,69.37815126,92.88607595,75.12328767,50.46987952,18.45454545,11.31818182
7511,28.60149579,77.05585595,85.88034188,49.89108911,56.39102745,62.1734104,97.52671756,73.21,48.53982301,16.72222222,17.18461538
7512,28.59749579,77.05585595,100,59.28571429,88.8504762,71.25,151.3,157.6666667,,,4.75
7517,28.57749579,77.05585595,124.5,51.94736842,72.63541582,88.91463415,111.8688525,106.1764706,64.28070175,9.472222222,23.92307692
7518,28.57349579,77.05585595,124.8937794,66.8,55.19444445,101.6666667,82.5,,47,7.5,25.7
7523,28.55349579,77.05585595,125.2875587,27,17.25925926,,,,18,,6.777777778
7524,28.54949579,77.05585595,125.6813381,,55.83333333,63,,,48,,56.5
7528,28.53349579,77.05585595,126.0751174,69.06976744,90.99961025,99.36460808,123.4509091,119.8356164,93.06289308,54.99576869,42.14220183
7576,28.81949579,77.05932005,118,,43.33333333,,,,41,56,33
7577,28.81549579,77.05932005,111.25,38,65.26049107,80.6,99,90.0625,36.57142857,38.3,28.3
7593,28.75149579,77.05932005,132.2380952,,109,,109,,,,
7609,28.68749579,77.05932005,153.2261905,80,80,,,,,,
7610,28.68349579,77.05932005,174.2142857,55.34545455,102.7605185,106.6129032,178.7209302,145.0625,71.08333333,51.7755102,39.26923077
7611,28.67949579,77.05932005,157.698052,33,49,,,,,,65
7612,28.67549579,77.05932005,141.1818182,74.13513514,100.0199522,104.9791667,167.8709677,117.1935484,95.79104478,55.28571429,43.72222222
7613,28.67149579,77.05932005,138.8210526,75.10447761,102.8256891,112.4444444,172.6612903,117.3798077,101.7984496,57.77205882,46.62393162
7614,28.66749579,77.05932005,221.9105263,,78,,,,78,,
7616,28.65949579,77.05932005,305,,148.3333333,,,,50,,90
7617,28.65549579,77.05932005,205,,130.25,,175,,48,,93
7621,28.63949579,77.05932005,58,38.5,55.65476191,66,,,110,39.42857143,22
7622,28.63549579,77.05932005,43,,42.875,72,,,,36,20.5
7625,28.62349579,77.05932005,112.576087,63.52631579,75.23000667,78.00462963,99.24367089,118.010101,53.25,43.95652174,33.27272727
7626,28.61949579,77.05932005,99.1880435,,56,,,,,,56
7630,28.60349579,77.05932005,85.8,50.26315789,58.56067127,56.22222222,110.622549,74.37037037,63.61111111,19.81818182,7.777777778
7631,28.59949579,77.05932005,94.97345133,51.88541667,62.60104313,60.65283019,98.21468927,78.89393939,82.74172185,21.37962963,12.06666667
7632,28.59549579,77.05932005,112.4596986,51,59.16820512,29,146.5333333,,63,6.307692308,
7636,28.57949579,77.05932005,129.9459459,50.63888889,84.01483518,105.4223433,135.5783133,186.7945205,42.625,4.578947368,16.53472222
7637,28.57549579,77.05932005,125.972973,31,20.25,,,,,,9.5
7644,28.54749579,77.05932005,122,,116,110,,,,,
7647,28.53549579,77.05932005,117.4090909,61.07407407,95.14336511,103.996063,113.2119205,124.1969697,137.1002865,65.14942529,39.00909091
7648,28.53149579,77.05932005,118.0930233,82.81034483,89.04518592,83.80357143,108.0694444,122.6666667,87.05714286,67.84375,42.01754386
7696,28.82149579,77.06278415,97,38.2,62.62993055,104.4444444,82,89.75,33,35.52,21.125
7697,28.81749579,77.06278415,118.75,27,72.68111923,78.875,174.8888889,87.36363636,31.5,39.07142857,24
7728,28.69349579,77.06278415,143.066416,,31,,,,,31,
7730,28.68549579,77.06278415,167.3828321,,102,102,,,,,
7731,28.68149579,77.06278415,191.6992481,83.14851485,122.021305,163.0153374,204.4257426,153.525,81.17777778,44.734375,54.44444444
7732,28.67749579,77.06278415,154.7428571,70.29551451,116.3264413,199.5372093,183.0677966,127.9727273,101.2116402,53.50632911,40.27745665
7733,28.67349579,77.06278415,131.8888889,66.95,98.39338385,108.2272727,154,138.0434783,89.40540541,58.41463415,40.2173913
7734,28.66949579,77.06278415,201.5925926,,74,,,,74,,
7736,28.66149579,77.06278415,271.2962963,,48,,,,48,,
7737,28.65749579,77.06278415,341,,243.5,,146,,,,
7741,28.64149579,77.06278415,245.3333333,,157,,,,157,,
7742,28.63749579,77.06278415,149.6666667,52,88.11111111,177,,,,35.33333333,
7743,28.63349579,77.06278415,54,29,64.62619048,72,135,,80,45.63333333,36.75
7744,28.62949579,77.06278415,89.9621212,39,39,,,,,,
7745,28.62549579,77.06278415,125.9242424,67.19298246,104.897774,104.2868852,290.5710456,118.2,55.29411765,42.39473684,35.31818182
7746,28.62149579,77.06278415,125,54.125,90.97819368,97.30769231,113,123.1428571,80.25,89,46
7751,28.60149579,77.06278415,83.42857143,54.2,73.1774808,84.25,139.1851852,138.25,42.0625,37.07692308,6.966666667
7752,28.59749579,77.06278415,95.12809917,48.27946128,61.61875816,75.91304348,97.56422018,81.59776536,53.25698324,28.2513089,12.95918367
7755,28.58549579,77.06278415,118,51.4375,74.29957386,95.9,157.9090909,106.5,32.75,11.5,20.4
7756,28.58149579,77.06278415,108.3571429,49.2826087,63.06943633,56.79213483,98.03225806,116.1875,47.75,13,15.15384615
7765,28.54549579,77.06278415,113.4734433,54,54,,,,,,
7768,28.53349579,77.06278415,118.5897436,58.14666667,83.126726,73.56603774,87.0974026,102.5757576,129.7790055,59.07894737,36.18024691
7769,28.52949579,77.06278415,94.6,38.57142857,85.72687075,74,169.75,113,,65.66666667,44.5
7815,28.82349579,77.06624826,91.2,33.77777778,66.39285714,78.14285714,138,86.77777778,37.8,37.77777778,27.66666667
7816,28.81949579,77.06624826,113.5,19,69.68594104,45.66666667,152,99.33333333,,32.44444444,25.85714286
7847,28.69549579,77.06624826,128.6460055,143,143,,,,,,
7849,28.68749579,77.06624826,143.792011,58,58,,,,,,
7850,28.68349579,77.06624826,158.9380165,68.38345865,104.4983757,108.3768997,189.4074074,138.1230769,87.90540541,54.10596026,30.74678112
7851,28.67949579,77.06624826,126.8711656,70.17721519,96.12881438,103.0379147,157.2142857,129.6478873,91.98604651,51.916,38.18
7852,28.67549579,77.06624826,263.9141104,,90.08333335,,,68.5,111.6666667,,
7853,28.67149579,77.06624826,400.9570552,,71,,71,,,,
7857,28.65549579,77.06624826,538,,538,,,,,,
7858,28.65149579,77.06624826,378,,54,,,,,,54
7860,28.64349579,77.06624826,218,,154,,,,154,,
7862,28.63549579,77.06624826,58,21,49.39660494,71,,,86,44.62962963,15.75
7864,28.62749579,77.06624826,146.7454545,41.28735632,79.22346624,48.5942029,118.8875,110.75,95.22857143,50.2972973,21.99734748
7865,28.62349579,77.06624826,103.7628866,46.75786594,74.76885667,102.8190955,128.2743363,89.3015873,64.56296296,32.37320574,30.29891304
7871,28.59949579,77.06624826,41,,49.52777778,95,61.5,,39,53.66666667,7
7872,28.59549579,77.06624826,108.673913,50.14285714,62.98300452,74.77906977,96.45833333,86.70769231,51.89855072,22.61538462,12.58823529
7873,28.59149579,77.06624826,121.2432065,,118.5,,210,,,,27
7874,28.58749579,77.06624826,133.8125,50.74603175,76.71776208,82.53921569,114.8780488,146.5714286,58.15,10.25,16.79487179
7878,28.57149579,77.06624826,127.4657738,,140.5,140.5,,,,,
7888,28.53149579,77.06624826,121.1190476,44.78481013,79.55110799,86.54320988,102.3709677,90.58823529,90.34285714,57.92957746,42.73015873
7935,28.82549579,77.06971236,117.6666667,34.125,66.43675596,84.8,115.6666667,90.25,38.33333333,31.95238095,18.7
7970,28.68549579,77.06971236,133.6127451,,134.3333333,281,,,84,,38
7971,28.68149579,77.06971236,149.5588235,61.46062992,104.5178656,162.5057803,165.6709402,122.5,89.83842795,47.28169014,37.32663317
7975,28.66549579,77.06971236,300,79,89,99,,,,,
7978,28.65349579,77.06971236,606,,606,,,,,,
7980,28.64549579,77.06971236,470.5833333,16,70,,,,124,,
7981,28.64149579,77.06971236,335.1666667,,119,,,,119,,
7982,28.63749579,77.06971236,199.75,30,123,,,216,,,
7983,28.63349579,77.06971236,64.33333333,29,53.66239316,61,,,108,41.30769231,18.33333333
7984,28.62949579,77.06971236,86.34848487,,43.33333333,,,,,43.33333333,
7985,28.62549579,77.06971236,108.3636364,65.49230769,89.33875668,128.7593985,143.1126126,122.8387097,57.8902439,48.58333333,39.66981132
7986,28.62149579,77.06971236,95.63157895,59.88461538,79.27280949,65.04,138.4642857,126.4736842,59.11688312,53,36.57142857
7990,28.60549579,77.06971236,128.4157895,,45,,,,45,,
7991,28.60149579,77.06971236,161.2,50.26530612,76.29795421,70.6097561,126.88,105.75,53,26.91666667,15.76190476
7992,28.59749579,77.06971236,101.9807692,44.57575758,58.57734943,64.40740741,95.04225352,86.63333333,48.01388889,19.25352113,8.711864407
7993,28.59349579,77.06971236,104.8321168,47.81060606,68.37646867,73.36464088,104.3813559,117.3513514,59.15,25.09090909,15.03076923
7994,28.58949579,77.06971236,131.3846154,52.71014493,74.61980254,76.76623377,120.9210526,116.9333333,64.95,13.85714286,19.43589744
7997,28.57749579,77.06971236,126.4147436,,137,137,,,,,
8006,28.54149579,77.06971236,121.4448718,,239,239,,,,,
8009,28.52949579,77.06971236,116.475,64.2962963,103.7041716,93.19745223,210.5948276,152.52,93.75,62.95833333,35.84146341
8053,28.83149579,77.07317646,132,35,81.15277778,118,154,97.22222222,44.25,42.75,26
8054,28.82749579,77.07317646,112.8,29,73.18018805,94.57142857,149.6666667,97.3125,45.36363636,33.72727273,23
8085,28.70349579,77.07317646,114.0352941,46,46,,,,,,
8088,28.69149579,77.07317646,115.2705883,155,155,,,,,,
8089,28.68749579,77.07317646,116.5058824,133,133,,,,,,
